Amenity Type,Name,Latitude,Longitude,road,suburb,state_district,road_count,suburb_count,district_count,scaled_suburb,population
bank,State Bank of India,28.6455372,77.3600797,,,,0,0,0,0.0,0
bank,Axis Bank,28.5580982,77.1640421,,,,0,0,0,0.0,0
bank,HDFC Bank,28.5603703,77.0597397,,,,0,0,0,0.0,0
bank,HSBC,28.6706967,77.1340584,,,,0,0,0,0.0,0
bank,ICICI Bank,28.6707681,77.134131,,,,0,0,0,0.0,0
bank,Punjab National Bank,28.5580499,77.1642441,,,,0,0,0,0.0,0
bank,Deutsche Bank,28.5712828,77.3241188,,,,0,0,0,0.0,0
bank,HDFC Bank,28.6704978,77.1326497,,,,0,0,0,0.0,0
bank,State Bank of India,28.6700091,77.13376,,,,0,0,0,0.0,0
bank,Indian Overseas Bank,28.6704645,77.1287499,,,,0,0,0,0.0,0
bank,Syndicate Bank,28.669552,77.1427218,,,,0,0,0,0.0,0
bank,ICICI Bank,28.678872,77.097321,,,,0,0,0,0.0,0
bank,State Bank of India,28.6544805,77.1542998,,,,0,0,0,0.0,0
bank,State Bank of India,28.505296,77.229277,,,,0,0,0,0.0,0
bank,Indian Bank,28.5612991,77.2796752,,,,0,0,0,0.0,0
bank,ICICI Bank,28.5504441,77.2332097,,,,0,0,0,0.0,0
bank,Standard Chartered Bank,28.5514186,77.2315377,,,,0,0,0,0.0,0
bank,Central Bank of India,28.5510045,77.2343175,,,,0,0,0,0.0,0
bank,State Bank of India,28.69152,77.4475414,,,,0,0,0,0.0,0
bank,State Bank of India,28.5501635,77.2679539,,,,0,0,0,0.0,0
bank,"Okhla Industrial Estate, Phase 3 Branch",28.5487558,77.2714498,,,,0,0,0,0.0,0
bank,State Bank of India,28.8983307,76.6286952,,,,0,0,0,0.0,0
bank,Oriental Bank of Commerce,28.4773727,77.0464895,,,,0,0,0,0.0,0
bank,state bank of india SBI,28.4648055,77.0377421,,,,0,0,0,0.0,0
bank,State Bank of India,28.7474738,77.1194361,,,,0,0,0,0.0,0
bank,State Bank of India,28.7942979,77.1408547,,,,0,0,0,0.0,0
bank,HDFC Bank ATM,28.7281033,77.2626517,,,,0,0,0,0.0,0
bank,Andhra Bank,28.6168699,77.225769,,,,0,0,0,0.0,0
bank,Bank of India,28.6563624,77.2310003,,,,0,0,0,0.0,0
bank,State Bank of India,28.6806024,77.3591653,,,,0,0,0,0.0,0
bank,ICICI Bank,28.656061,77.2329064,,,,0,0,0,0.0,0
bank,DCB Bank,28.6562423,77.2348625,,,,0,0,0,0.0,0
bank,HDFC Bank,28.6563318,77.2330386,,,,0,0,0,0.0,0
bank,ICICI Bank,28.6387088,77.3621983,,,,0,0,0,0.0,0
bank,Punjab National Bank,29.0607686,77.7088978,,,,0,0,0,0.0,0
bank,ICICI Bank,28.601773,77.2413829,,,,0,0,0,0.0,0
bank,HDFC Bank,28.5560907,77.369797,,,,0,0,0,0.0,0
bank,State Bank of India,28.5325515,77.2430581,,,,0,0,0,0.0,0
bank,"Bank of Baroda, Mayur Vihar Phase 3",28.6115171,77.336293,,,,0,0,0,0.0,0
bank,Bank of Maharashtra,28.6116115,77.3363035,,,,0,0,0,0.0,0
bank,Punjab National Bank,28.5561723,77.057587,,,,0,0,0,0.0,0
bank,State Bank of India,28.5438803,77.1932278,,,,0,0,0,0.0,0
bank,HDFC Bank,28.5247127,77.5716056,,,,0,0,0,0.0,0
bank,ICICI Bank,28.5358945,77.2579217,,,,0,0,0,0.0,0
bank,ICICI Bank,28.5359493,77.2578667,,,,0,0,0,0.0,0
bank,IDBI Bank,28.5696878,77.0643221,,,,0,0,0,0.0,0
bank,ICICI Bank,28.5695676,77.0641526,,,,0,0,0,0.0,0
bank,Yes Bank,28.6387439,77.3604363,,,,0,0,0,0.0,0
bank,Federal Bank,28.6319496,77.2217935,,,,0,0,0,0.0,0
bank,State Bank of India,28.6322316,77.2223143,,,,0,0,0,0.0,0
bank,Citibank,28.5712657,77.3232564,,,,0,0,0,0.0,0
bank,Oriental Bank of Commerce,28.5020612,77.0629964,,,,0,0,0,0.0,0
bank,Kotak Bank,28.473737,77.0092034,,,,0,0,0,0.0,0
bank,Indian Bank,28.4739634,77.0090961,,,,0,0,0,0.0,0
bank,HDFC Bank,28.4736238,77.0092678,,,,0,0,0,0.0,0
bank,IndusInd,28.40141,77.0486745,,,,0,0,0,0.0,0
bank,HDFC Bank,28.4020622,77.050289,,,,0,0,0,0.0,0
bank,Axis Bank,28.5546377,77.2019329,,,,0,0,0,0.0,0
bank,Axis Bank,28.5118779,77.0391796,,,,0,0,0,0.0,0
bank,Punjab National Bank,28.5045742,77.0531667,,,,0,0,0,0.0,0
bank,HDFC Bank,28.5358998,77.2607687,,,,0,0,0,0.0,0
bank,Axis Bank,28.5374894,77.2610083,,,,0,0,0,0.0,0
bank,Oriental Bank of Commerce,28.5402881,77.2621625,,,,0,0,0,0.0,0
bank,Bank of India,28.6185559,77.3599846,,,,0,0,0,0.0,0
bank,Oriental Bank of Commerce,28.6184504,77.3608341,,,,0,0,0,0.0,0
bank,Bank of India,28.7139224,77.2161209,,,,0,0,0,0.0,0
bank,State Bank of India,29.1395884,76.7015077,,,,0,0,0,0.0,0
bank,HDFC Bank,28.5600369,77.2051383,,,,0,0,0,0.0,0
bank,Punjab National Bank,28.6316411,77.2215631,,,,0,0,0,0.0,0
bank,Syndicate Bank,28.2889778,76.8591341,,,,0,0,0,0.0,0
bank,"HDFC Bank, Bilaspur",28.289235,76.8585935,,,,0,0,0,0.0,0
bank,Vijaya Bank,28.5399824,77.2620577,,,,0,0,0,0.0,0
bank,The Kangra Co-Operative Bank,28.5387124,77.2620761,,,,0,0,0,0.0,0
bank,HDFC Bank,28.4490382,77.0566548,,,,0,0,0,0.0,0
bank,Punjab National Bank,28.9593648,77.7306594,,,,0,0,0,0.0,0
bank,Bank of Baroda,28.9578953,77.7366644,,,,0,0,0,0.0,0
bank,Syndicate Bank,28.9576425,77.7368414,,,,0,0,0,0.0,0
bank,Canara Bank,28.6223326,77.2361501,,,,0,0,0,0.0,0
bank,Canara Bank,28.6279536,77.3082514,,,,0,0,0,0.0,0
bank,ICICI Bank,28.480963,77.4991598,,,,0,0,0,0.0,0
bank,State Bank Of India,28.633421,76.953435,,,,0,0,0,0.0,0
bank,Punjab and Sindh Bank,28.6838443,77.1302511,,,,0,0,0,0.0,0
bank,Punjab National Bank,28.6891334,77.1259071,,,,0,0,0,0.0,0
bank,Yes Bank,28.5269577,77.2060927,,,,0,0,0,0.0,0
bank,Rohini sec 20,28.7122809,77.0695922,,,,0,0,0,0.0,0
bank,ICICI Bank,28.4942205,77.0927011,,,,0,0,0,0.0,0
bank,Deutsche Bank,28.4949474,77.0930222,,,,0,0,0,0.0,0
bank,ICICI Bank,28.7028399,77.1231657,,,,0,0,0,0.0,0
bank,State Bank of India,28.6266262,77.2145324,,,,0,0,0,0.0,0
bank,Yes Bank,28.5366898,77.2105006,,,,0,0,0,0.0,0
bank,IIFL Finance,28.5365328,77.2106832,,,,0,0,0,0.0,0
bank,DPauls Currency Exchange,28.5352358,77.208157,,,,0,0,0,0.0,0
bank,D V Forex PVT Ltd,28.5385666,77.1982197,,,,0,0,0,0.0,0
bank,Western Union,28.5570687,77.2053258,,,,0,0,0,0.0,0
bank,State Bank of India,28.4671681,77.018953,,,,0,0,0,0.0,0
bank,State Bank of India,28.5786627,77.1648102,,,,0,0,0,0.0,0
bank,Punjab National Bank,28.5801467,77.1645356,,,,0,0,0,0.0,0
bank,Yes Bank & ATM,28.5563358,77.2063338,,,,0,0,0,0.0,0
bank,State Bank of India,28.7309234,76.8934922,,,,0,0,0,0.0,0
bank,Kotak Mahindra Bank,28.6296084,77.2241064,,,,0,0,0,0.0,0
bank,ICICI Bank,28.6291812,77.2248562,,,,0,0,0,0.0,0
bank,Standard Chartered,28.6296576,77.2239758,,,,0,0,0,0.0,0
bank,HSBC,28.6298916,77.2237716,,,,0,0,0,0.0,0
bank,Punjab National Bank,28.630268,77.2232644,,,,0,0,0,0.0,0
bank,Axis Bank,28.6305309,77.222709,,,,0,0,0,0.0,0
bank,ICICI Mutual Funds,28.6293464,77.2239496,,,,0,0,0,0.0,0
bank,Bank of India,28.5471828,77.2518032,,,,0,0,0,0.0,0
bank,ATM,28.54712,77.1285872,,,,0,0,0,0.0,0
bank,State Bank of India,28.6497904,77.2999905,,,,0,0,0,0.0,0
bank,Kotak Mahindra Bank,28.6517355,77.2982072,,,,0,0,0,0.0,0
bank,Yes Bank,28.6019799,77.189294,,,,0,0,0,0.0,0
bank,Punjab National Bank,28.6038119,77.1849985,,,,0,0,0,0.0,0
bank,State Bank of India,28.5828891,77.1632054,,,,0,0,0,0.0,0
bank,Canara Bank,28.5831234,77.1492017,,,,0,0,0,0.0,0
bank,Central Bank of India,28.5769958,77.0895803,,,,0,0,0,0.0,0
bank,State Bank of India,28.5860009,77.0879638,,,,0,0,0,0.0,0
bank,Axis Bank,28.5895414,77.0799249,,,,0,0,0,0.0,0
bank,Syndicate Bank,28.5782885,77.0995536,,,,0,0,0,0.0,0
bank,ICICI Bank,28.4346767,77.1064101,,,,0,0,0,0.0,0
bank,State Bank of India,28.433569,77.1055815,,,,0,0,0,0.0,0
bank,IndusInd Bank,28.4338166,77.1053884,,,,0,0,0,0.0,0
bank,Kotak Mahindra Bank,28.433819,77.1052328,,,,0,0,0,0.0,0
bank,Axis Bank,28.6070398,77.2906976,,,,0,0,0,0.0,0
bank,HDFC Bank,28.4346631,77.1064383,,,,0,0,0,0.0,0
bank,Syndicate Bank,28.6225443,77.2360014,,,,0,0,0,0.0,0
bank,Yes Bank,28.5705121,77.2368766,,,,0,0,0,0.0,0
bank,ICICI Bank,28.570565,77.2367354,,,,0,0,0,0.0,0
bank,Axis Bank,28.5717636,77.2373866,,,,0,0,0,0.0,0
bank,Kotak Mahindra Bank,28.5714609,77.2375931,,,,0,0,0,0.0,0
bank,Kotak Mahindra Bank,28.5752151,77.2295991,,,,0,0,0,0.0,0
bank,HDFC Bank,28.542393,77.218667,,,,0,0,0,0.0,0
bank,HDFC Bank,28.5407088,77.2121907,,,,0,0,0,0.0,0
bank,Punjab National Bank,28.5532199,77.2424602,,,,0,0,0,0.0,0
bank,Punjab National Bank,28.6312513,77.2218705,,,,0,0,0,0.0,0
bank,Union Bank of India,28.6314468,77.2205311,,,,0,0,0,0.0,0
bank,ICICI Bank,28.5430854,77.217894,,,,0,0,0,0.0,0
bank,Nainital Bank Ltd. Sec-16 Rohini,28.7381832,77.122153,,,,0,0,0,0.0,0
bank,Yes Bank Ltd. Sec-18 Rohini,28.7408821,77.1330081,,,,0,0,0,0.0,0
bank,HDFC Bank,28.6687677,77.3310361,,,,0,0,0,0.0,0
bank,Bank of Baroda,28.6289357,77.2174179,,,,0,0,0,0.0,0
bank,Central Bank of India Sec-18 Rohini,28.7408129,77.1331213,,,,0,0,0,0.0,0
bank,State Bank of India Sec-18 Rohini,28.7413557,77.1323967,,,,0,0,0,0.0,0
bank,Punjab National Bank Sec-18 Rohini,28.740748,77.1332332,,,,0,0,0,0.0,0
bank,Kotak Mahindra Bank Sec-18 Rohini,28.7406022,77.1334318,,,,0,0,0,0.0,0
bank,Vijaya Bank Sec-18 Rohini,28.7412506,77.1325362,,,,0,0,0,0.0,0
bank,Canara Bank Sec-16 Rohini,28.7391855,77.118418,,,,0,0,0,0.0,0
bank,Canara Bank (Rockfield Public School Branch) Sec-16 Rohini,28.7343884,77.1241974,,,,0,0,0,0.0,0
bank,Axis Bank,28.5645258,77.2408202,,,,0,0,0,0.0,0
bank,IndusInd Bank,28.5645188,77.2407129,,,,0,0,0,0.0,0
bank,HDFC Bank,28.5562789,77.1758146,,,,0,0,0,0.0,0
bank,Syndicate Bank,28.5595428,77.1703948,,,,0,0,0,0.0,0
bank,State Bank of India,28.5673414,77.1588657,,,,0,0,0,0.0,0
bank,ICICI Bank,28.567374,77.158941,,,,0,0,0,0.0,0
bank,IndusInd Bank,28.5673612,77.1589118,,,,0,0,0,0.0,0
bank,Punjab National Bank,28.5674837,77.1591119,,,,0,0,0,0.0,0
bank,HDFC Bank,28.5435396,77.2242046,,,,0,0,0,0.0,0
bank,ICICI Bank,28.5243179,77.2162014,,,,0,0,0,0.0,0
bank,State Bank of India,28.5651309,77.2489725,,,,0,0,0,0.0,0
bank,Kotak Mahindra Bank,28.5651242,77.2488717,,,,0,0,0,0.0,0
bank,ICICI Bank,28.6726995,77.3271762,,,,0,0,0,0.0,0
bank,ICICI Bank,28.669297,77.330789,,,,0,0,0,0.0,0
bank,Bank of Baroda,28.670404,77.330108,,,,0,0,0,0.0,0
bank,Singhal Bank,28.672348,77.332306,,,,0,0,0,0.0,0
bank,IDBI BANK,28.665261,77.317129,,,,0,0,0,0.0,0
bank,Vijaya Bank,28.659324,77.317345,,,,0,0,0,0.0,0
bank,Punjab National Bank,28.632967,77.2179001,,,,0,0,0,0.0,0
bank,ICICI Bank,28.632608,77.2179719,,,,0,0,0,0.0,0
bank,Axis Bank,28.537564,77.2107754,,,,0,0,0,0.0,0
bank,IDBI Bank,28.5370088,77.210178,,,,0,0,0,0.0,0
bank,State Bank of India,28.5329774,77.2059307,,,,0,0,0,0.0,0
bank,Kotak Mahindra Bank,28.5380493,77.1981121,,,,0,0,0,0.0,0
bank,Kotak Mahindra Bank,28.5251992,77.2158892,,,,0,0,0,0.0,0
bank,State Bank of India,28.5182823,77.2151617,,,,0,0,0,0.0,0
bank,Oriental Bank of Commerce,28.6317429,77.222079,,,,0,0,0,0.0,0
bank,Canara Bank,28.5351448,77.2104985,,,,0,0,0,0.0,0
bank,Kotak Mahindra Bank,28.5367027,77.267782,,,,0,0,0,0.0,0
bank,Corporation Bank,28.5069065,77.1998444,,,,0,0,0,0.0,0
bank,HDFC Bank,28.5069468,77.1998514,,,,0,0,0,0.0,0
bank,Karur Vysya Bank,28.8981576,76.5900797,,,,0,0,0,0.0,0
bank,Canara Bank,28.897975,76.5906936,,,,0,0,0,0.0,0
bank,Federal Bank,28.8979601,76.5907957,,,,0,0,0,0.0,0
bank,Oriental Bank of Commerce,28.8966508,76.5944256,,,,0,0,0,0.0,0
bank,Punjab National Bank,28.8924786,76.618637,,,,0,0,0,0.0,0
bank,State Bank of India,28.8928879,76.6166249,,,,0,0,0,0.0,0
bank,Union Bank of India,28.566437,77.1362483,,,,0,0,0,0.0,0
bank,Bandhan Bank,28.5730786,77.2380576,,,,0,0,0,0.0,0
bank,RBL Bank,28.5682201,77.247038,,,,0,0,0,0.0,0
bank,HDFC Bank,28.5256544,77.2614158,,,,0,0,0,0.0,0
bank,Punjab National Bank,28.5139992,77.2328778,,,,0,0,0,0.0,0
bank,State Bank of India,28.6336342,77.2169575,,,,0,0,0,0.0,0
bank,Kotak Mahindra Bank,28.6326368,77.2167019,,,,0,0,0,0.0,0
bank,Citibank,28.6298283,77.213752,,,,0,0,0,0.0,0
bank,Bank of India,28.5773944,77.1742996,,,,0,0,0,0.0,0
bank,ICICI Bank,28.5476754,77.2510443,,,,0,0,0,0.0,0
bank,State Bank of India,28.5475095,77.2511406,,,,0,0,0,0.0,0
bank,State Bank of India,28.5472015,77.2509992,,,,0,0,0,0.0,0
bank,Syndicate Bank,28.5253863,77.2158378,,,,0,0,0,0.0,0
bank,State Bank of India,28.5255607,77.2157749,,,,0,0,0,0.0,0
bank,ICICI Bank,28.6297605,77.217177,,,,0,0,0,0.0,0
bank,ICICI Bank,28.5215477,77.2061766,,,,0,0,0,0.0,0
bank,IDBI Bank,28.5214409,77.2061434,,,,0,0,0,0.0,0
bank,Yes Bank,28.5216987,77.2062304,,,,0,0,0,0.0,0
bank,Punjab National Bank,28.5348178,77.2101775,,,,0,0,0,0.0,0
bank,Federal Bank,28.5329095,77.2057344,,,,0,0,0,0.0,0
bank,Kotak Mahindra Bank,28.5208823,77.2060374,,,,0,0,0,0.0,0
bank,Allahabad Bank,28.5220425,77.2156177,,,,0,0,0,0.0,0
bank,Bank of Baroda,28.521314,77.2060934,,,,0,0,0,0.0,0
bank,Union Bank of India,28.5221971,77.2150114,,,,0,0,0,0.0,0
bank,ICICI Bank,28.6310576,77.0911052,,,,0,0,0,0.0,0
bank,State Bank of India,28.6333849,77.0899235,,,,0,0,0,0.0,0
bank,City Union Bank,28.6336222,77.0898215,,,,0,0,0,0.0,0
bank,State Bank of India,28.6683675,77.1372486,,,,0,0,0,0.0,0
bank,State Bank of India,28.5670536,77.233944,,,,0,0,0,0.0,0
bank,HDFC Bank,28.5681417,77.2470469,,,,0,0,0,0.0,0
bank,Canara Bank,28.5333812,77.2036912,,,,0,0,0,0.0,0
bank,Yes Bank,28.6442725,77.2006899,,,,0,0,0,0.0,0
bank,Central Bank of India,28.6440948,77.2010082,,,,0,0,0,0.0,0
bank,Punjab National Bank,28.8893107,76.5802965,,,,0,0,0,0.0,0
bank,Punjab National Bank,28.8842047,76.5853625,,,,0,0,0,0.0,0
bank,Indian Bank,28.8810562,76.587471,,,,0,0,0,0.0,0
bank,IDBI Bank,28.545136,77.1277371,,,,0,0,0,0.0,0
bank,HDFC Bank,28.5478602,77.2534551,,,,0,0,0,0.0,0
bank,Kotak Mahindra Bank,28.5678931,77.24731,,,,0,0,0,0.0,0
bank,ICICI Bank,28.5678156,77.2464153,,,,0,0,0,0.0,0
bank,Bank of Baroda,28.5486429,77.2516738,,,,0,0,0,0.0,0
bank,Yes Bank,28.5562855,77.2061054,,,,0,0,0,0.0,0
bank,Standard Chartered,28.520997,77.206042,,,,0,0,0,0.0,0
bank,IndusInd Bank,28.5211642,77.2060906,,,,0,0,0,0.0,0
bank,Punjab National Bank,28.6351302,77.2210229,,,,0,0,0,0.0,0
bank,ICICI Bank Rohini Sec-15,28.7301431,77.1327411,,,,0,0,0,0.0,0
bank,ICICI Bank,28.5615898,77.2678204,,,,0,0,0,0.0,0
bank,HDFC Bank,28.5612427,77.2669792,,,,0,0,0,0.0,0
bank,Corporation Bank,28.5612101,77.2673019,,,,0,0,0,0.0,0
bank,Bank of India,28.5922707,77.2222351,,,,0,0,0,0.0,0
bank,HDFC Bank,28.4195525,77.0385972,,,,0,0,0,0.0,0
bank,Punjab National Bank,28.5678322,77.2463727,,,,0,0,0,0.0,0
bank,Utkarsh Small Finance Bank,28.5677989,77.246465,,,,0,0,0,0.0,0
bank,Bandhan Bank,28.6281833,77.1369263,,,,0,0,0,0.0,0
bank,Yes Bank,28.6314464,77.12542,,,,0,0,0,0.0,0
bank,State Bank of India,28.637461,77.1814651,,,,0,0,0,0.0,0
bank,Canara Bank,28.6313459,77.1253512,,,,0,0,0,0.0,0
bank,Canara Bank,28.5333311,77.2037961,,,,0,0,0,0.0,0
bank,HDFC Bank,28.6293059,77.2319758,,,,0,0,0,0.0,0
bank,State Bank of India,28.5464606,77.124875,,,,0,0,0,0.0,0
bank,HDFC Bank,28.5224473,77.2079079,,,,0,0,0,0.0,0
bank,Canara Bank,28.523522,77.2083586,,,,0,0,0,0.0,0
bank,Syndicate Bank,28.6095583,76.9827382,,,,0,0,0,0.0,0
bank,Canara Bank,28.5578048,77.263806,,,,0,0,0,0.0,0
bank,ICICI Bank,28.5407037,77.1851183,,,,0,0,0,0.0,0
bank,HDFC Bank,28.5616427,77.2537827,,,,0,0,0,0.0,0
bank,HDFC Bank,28.5440197,77.2513751,,,,0,0,0,0.0,0
bank,IDBI Bank,28.6387903,77.3651083,,,,0,0,0,0.0,0
bank,HDFC Bank,28.638789,77.3647709,,,,0,0,0,0.0,0
bank,State Bank of India,28.685271,77.2098448,,,,0,0,0,0.0,0
bank,HDFC Bank,28.5649509,77.2468083,,,,0,0,0,0.0,0
bank,Canara Bank,28.6198985,77.2106056,,,,0,0,0,0.0,0
bank,Federal Bank,28.6467445,77.1181892,,,,0,0,0,0.0,0
bank,State Bank of India,28.6507461,77.1253301,,,,0,0,0,0.0,0
bank,State Bank of India,28.5662032,77.2307872,,,,0,0,0,0.0,0
bank,Corporation Bank,28.4825687,77.1884514,,,,0,0,0,0.0,0
bank,Yes Bank,28.5415199,77.2547119,,,,0,0,0,0.0,0
bank,HDFC Bank,28.5964052,77.1346336,,,,0,0,0,0.0,0
bank,HDFC Bank,28.4129417,77.078525,,,,0,0,0,0.0,0
bank,UCO Bank,28.622931,77.2119161,,,,0,0,0,0.0,0
bank,ICICI Bank,28.5965793,77.051262,,,,0,0,0,0.0,0
money_transfer,Western Union,28.6296448,77.2243993,,,,0,0,0,0.0,0
money_transfer,Western Union,28.6414981,77.2167598,,,,0,0,0,0.0,0
money_transfer,Krissh Travel World,28.6022363,77.1870641,,,,0,0,0,0.0,0
money_transfer,Western Union,28.5475502,77.2513774,,,,0,0,0,0.0,0
payment_centre,SBI e-corner,28.6316725,77.2796986,,,,0,0,0,0.0,0
clinic,Rajpal Clinic,28.6087736,76.9851896,,,,0,0,0,0.0,0
clinic,R D Jindal Charitable Clinic,28.6454365,77.2251207,,,,0,0,0,0.0,0
clinic,Dr. Shweta Nihalani ( Dentist in Indirapuram),28.6393065,77.3605586,,,,0,0,0,0.0,0
clinic,Dr. Achal Swami,28.6723029,77.4336922,,,,0,0,0,0.0,0
clinic,Dr. Krishan Gola,28.6467122,77.212921,,,,0,0,0,0.0,0
clinic,MODERN HOMEO HALL,28.6216001,77.0406957,,,,0,0,0,0.0,0
clinic,Mittal Clinic & Eye Specialist,28.6849512,77.1295344,,,,0,0,0,0.0,0
clinic,CRL diagnostics,28.6716634,77.1562194,,,,0,0,0,0.0,0
clinic,Dr. Akash Juneja (ENT),28.6883696,77.1217654,,,,0,0,0,0.0,0
clinic,Health touch medicine,28.6884528,77.1221833,,,,0,0,0,0.0,0
clinic,Radha Krishna Medilink,28.692076,77.1157636,,,,0,0,0,0.0,0
clinic,Patanjali store,28.6920814,77.1160257,,,,0,0,0,0.0,0
clinic,Aam aadmi clinic,28.4308358,77.2266802,,,,0,0,0,0.0,0
clinic,Ramphal chawk sector 7,28.5864775,77.0713655,,,,0,0,0,0.0,0
clinic,Rajora Niwas,28.5129853,77.2355114,,,,0,0,0,0.0,0
clinic,Dr Jain's Clinic,28.6306468,77.0764733,,,,0,0,0,0.0,0
clinic,Dr S K Jain's Clinic,28.6309047,77.0764877,,,,0,0,0,0.0,0
clinic,Skin & Hair Care,28.5441982,77.2302898,,,,0,0,0,0.0,0
clinic,Lifespan Diabetes Clinics,28.6510976,77.2987351,,,,0,0,0,0.0,0
clinic,Anju's Skin and Hair Beauty Clinic,28.5426418,77.2255189,,,,0,0,0,0.0,0
clinic,Aradhya Clinic,28.6360093,77.3756869,,,,0,0,0,0.0,0
clinic,pracksht hospital,28.4187116,77.0975945,,,,0,0,0,0.0,0
clinic,Joshi Diabetes Centre,28.7055417,77.1112272,,,,0,0,0,0.0,0
clinic,Channi Devi Goyal Memorial Medical Centre,28.7403173,77.1215558,,,,0,0,0,0.0,0
clinic,Aggarwal Eye Institute,28.5315336,77.2075678,,,,0,0,0,0.0,0
clinic,Ahuja Clinic,28.5268841,77.2057017,,,,0,0,0,0.0,0
clinic,Kohli Clinic,28.5332342,77.2210796,,,,0,0,0,0.0,0
clinic,hi tech dental clinic,28.5357824,77.2168719,,,,0,0,0,0.0,0
clinic,Sanjay clinic ,28.5341711,77.2220018,,,,0,0,0,0.0,0
clinic,Tirupati eye center,28.5342543,77.2220757,,,,0,0,0,0.0,0
clinic,care medical center,28.5346261,77.2206104,,,,0,0,0,0.0,0
clinic,indraprastha poly clinic ,28.5341349,77.2194522,,,,0,0,0,0.0,0
clinic,prakash dental care and physiotherapy,28.5328426,77.217287,,,,0,0,0,0.0,0
clinic,Sparsh Homeopathic Clinic,28.5110272,77.2025214,,,,0,0,0,0.0,0
clinic,Dental Health Point,28.7105191,77.1069394,,,,0,0,0,0.0,0
clinic,JSMK Clinic,28.509637,77.1990545,,,,0,0,0,0.0,0
clinic,Physio Quantum,28.5075512,77.1995128,,,,0,0,0,0.0,0
clinic,Shree Durga Nursing Home,28.3445863,77.3249135,,,,0,0,0,0.0,0
clinic,Bhatnagar Maternity and Nursing Home,28.4693763,77.0239475,,,,0,0,0,0.0,0
clinic,Dr. Jain's Clinic and Nursing Home,28.3934449,77.3022321,,,,0,0,0,0.0,0
clinic,"Krishna Nursing Home, Faridabad",28.3694704,77.3288222,,,,0,0,0,0.0,0
clinic,Sanjeevani Nursing Home / Sanjeevni Nursing Home,29.3971273,76.9725819,,,,0,0,0,0.0,0
clinic,Haryana Nursing Home,29.6823879,76.996394,,,,0,0,0,0.0,0
clinic,Ahuja Clinic,28.386625,77.2874967,,,,0,0,0,0.0,0
clinic,Laroiya Nursing Home,28.3660459,77.3230514,,,,0,0,0,0.0,0
clinic,Karnal Nursing Home,29.6954209,76.9913188,,,,0,0,0,0.0,0
clinic,Saraswati Nethralaya,29.6939315,76.9894691,,,,0,0,0,0.0,0
clinic,Divine Look Clinic Centre,28.4118439,77.0485043,,,,0,0,0,0.0,0
clinic,Gulati Healthcare,28.1998431,76.6099409,,,,0,0,0,0.0,0
clinic,Meera Devi Nursing Home,28.3834624,77.3035705,,,,0,0,0,0.0,0
clinic,Rahul Nursing Home,28.1445249,77.3355666,,,,0,0,0,0.0,0
clinic,"Monga Nursing Home, Karnal",29.6924706,76.9936801,,,,0,0,0,0.0,0
clinic,Divine Look Clinic Centre 1,28.4764036,77.0932183,,,,0,0,0,0.0,0
clinic,"R P Stone Clinic Pvt.Ltd., Panipat",29.3818666,76.9801269,,,,0,0,0,0.0,0
clinic,Shiv Sanjivani Nursing Home,29.1378257,76.6895767,,,,0,0,0,0.0,0
clinic,Eye Care Centre Dr. Bharti Gupta,28.3929435,77.3021811,,,,0,0,0,0.0,0
clinic,City Nursing Home - Faridabad,28.4002272,77.3147392,,,,0,0,0,0.0,0
clinic,Gupta Ortho Centre,28.8981412,76.5890917,,,,0,0,0,0.0,0
clinic,"Gupta Nursing Home, Faridabad",28.4159231,77.3126471,,,,0,0,0,0.0,0
clinic,Moda Nursing Home,28.8934946,76.5826717,,,,0,0,0,0.0,0
clinic,Bansal Medicare and Maternity Centre,28.449346,77.0354439,,,,0,0,0,0.0,0
clinic,Arora Ultrasound Clinic,28.364304,77.2990758,,,,0,0,0,0.0,0
clinic,"Shanti Maternity And Nursing Home, Rohtak",28.9125935,76.5671365,,,,0,0,0,0.0,0
clinic,Uttam Clinic and Hospital,29.6824312,76.9957884,,,,0,0,0,0.0,0
clinic,"Kailash Nursing Home, Gurgaon",28.4903985,77.0939154,,,,0,0,0,0.0,0
clinic,"Gupta Nursing Home, Sonipat",28.9920401,77.0345368,,,,0,0,0,0.0,0
clinic,Bharat Nursing Home,28.8957788,76.6022466,,,,0,0,0,0.0,0
clinic,Eye Care Centre,28.3898855,77.3281342,,,,0,0,0,0.0,0
clinic,"Dua Nursing Home, Sonipat",28.9947395,77.0277965,,,,0,0,0,0.0,0
clinic,Surgi Center Clinic,28.4832997,77.0883326,,,,0,0,0,0.0,0
clinic,"Geeta Nursing Home, Gurgaon",28.4672329,77.0187776,,,,0,0,0,0.0,0
clinic,Marwah Clinic,28.4661353,77.0967481,,,,0,0,0,0.0,0
clinic,"Patil Nursing Home, Sonipat",28.9969621,77.0279928,,,,0,0,0,0.0,0
clinic,"Mittal Nursing Home, Sonipat",28.9884475,77.0233335,,,,0,0,0,0.0,0
clinic,"Kumar Maternity Home, Jind",29.3036574,76.3116413,,,,0,0,0,0.0,0
clinic,Rc Nigam Memorial Nursing Home,28.3614299,77.3271223,,,,0,0,0,0.0,0
clinic,Jiwan Clinic and Nursing Home,28.8978248,76.5863664,,,,0,0,0,0.0,0
clinic,Chhabra Nursing Home,28.9856546,77.0205979,,,,0,0,0,0.0,0
